Date,Open,High,Low,Close,Adj Close,Volume
2021-11-26,1415.000000,1415.000000,1380.000000,1385.000000,1385.000000,12972000
2021-11-29,1365.000000,1395.000000,1365.000000,1365.000000,1365.000000,17854000
2021-11-30,1365.000000,1375.000000,1300.000000,1305.000000,1305.000000,26470400
2021-12-01,1300.000000,1320.000000,1260.000000,1270.000000,1270.000000,22510500
2021-12-02,1270.000000,1270.000000,1220.000000,1225.000000,1225.000000,61418700
2021-12-03,1235.000000,1235.000000,1190.000000,1220.000000,1220.000000,40159700
2021-12-06,1230.000000,1260.000000,1225.000000,1260.000000,1260.000000,44248200
2021-12-07,1275.000000,1305.000000,1265.000000,1295.000000,1295.000000,23302900
2021-12-08,1305.000000,1305.000000,1260.000000,1275.000000,1275.000000,14169000
2021-12-09,1285.000000,1285.000000,1260.000000,1260.000000,1260.000000,4439000
2021-12-10,1260.000000,1260.000000,1245.000000,1245.000000,1245.000000,12268900
2021-12-13,1250.000000,1290.000000,1245.000000,1280.000000,1280.000000,18700600
2021-12-14,1280.000000,1320.000000,1280.000000,1305.000000,1305.000000,26519400
2021-12-15,1310.000000,1340.000000,1290.000000,1320.000000,1320.000000,23305400
2021-12-16,1320.000000,1335.000000,1260.000000,1265.000000,1265.000000,13602700
2021-12-17,1265.000000,1305.000000,1255.000000,1255.000000,1255.000000,18490200
